Name,Direction.PXD023778,FDR.PXD023778,PValue.PXD023778,NGenes.PXD023778,MeanAbsT0.PXD023778,MeanWeightT0.PXD023778,av_foldchange.PXD023778,sig.PXD023778,Direction.PXD008934,FDR.PXD008934,PValue.PXD008934,NGenes.PXD008934,MeanAbsT0.PXD008934,MeanWeightT0.PXD008934,av_foldchange.PXD008934,sig.PXD008934
Regulation of PTEN stability and activity,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Role of ABL in ROBO-SLIT signaling,Up,0.783315276,0.638136511,1,-0.83774433,-0.803896873,0.035670787,FALSE,Down,0.196,0.135,2,0.999237728,1.143172269,-0.237158504,FALSE
Regulation of mRNA stability by proteins that bind AU-rich elements,Up,0.490790899,0.638136511,12,-0.947145449,-1.668830589,0.178934527,FALSE,Down,0.25,0.518,23,-0.319121,-1.862871974,-0.001319661,FALSE
Glycogen storage disease type IV (GBE1),Down,0.74539545,0.639219935,1,-0.893864753,-0.864207048,-0.068660623,FALSE,Up,0.157,0.117,1,1.170121906,1.279534244,1.113205269,FALSE
UCH proteinases,Up,0.315276273,0.640303359,9,-1.066607447,-1.914481497,0.141001897,FALSE,Down,0.606,0.8,21,-0.844442432,-2.444951961,-0.04887826,FALSE
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells,Down,0.702058505,0.641386782,1,-0.906692384,-0.878179061,-0.183635538,FALSE,,,,,,,,
RUNX2 regulates genes involved in differentiation of myeloid cells,Down,0.702058505,0.641386782,1,-0.906692384,-0.878179061,-0.183635538,FALSE,,,,,,,,
CD163 mediating an anti-inflammatory response,Up,0.74539545,0.641386782,1,-0.822702831,-0.803361739,0.037540832,FALSE,Down,0.165,0.11,1,1.032898981,1.013748307,-1.223003686,FALSE
Apoptotic cleavage of cellular proteins,Down,0.758396533,0.647887324,9,-1.348159695,-1.219891634,-0.049662209,FALSE,Up,0.059,0.04,5,2.088656361,2.128785881,0.375111732,FALSE
KEAP1-NFE2L2 pathway,Up,0.425785482,0.648970748,11,-1.211149282,-1.951683778,0.140155184,FALSE,Up,0.695,0.828,22,-1.0569289,-2.60846189,0.011486944,FALSE
Neddylation,Up,0.321776815,0.651137595,11,-1.214618073,-1.956554192,0.155635239,FALSE,Up,0.437,0.666,25,-0.551223113,-1.962134336,0.049173975,FALSE
Chromatin modifying enzymes,Down,0.673889491,0.652221018,4,-1.135219986,-1.126835703,-0.119273559,FALSE,Down,0.752,0.687,3,-0.812085869,-0.788507172,-0.31389108,FALSE
Chromatin organization,Down,0.673889491,0.652221018,4,-1.135219986,-1.126835703,-0.119273559,FALSE,Down,0.752,0.687,3,-0.812085869,-0.788507172,-0.31389108,FALSE
AUF1 (hnRNP D0) binds and destabilizes mRNA,Up,0.384615385,0.653304442,10,-0.931601348,-1.701300252,0.184742529,FALSE,Down,0.257,0.577,21,-0.451027861,-2.034881574,-0.035780837,FALSE
Chromosome Maintenance,Up,0.731310943,0.653304442,3,-0.958480547,-0.986564569,0.033528544,FALSE,Down,0.685,0.625,2,-0.755296007,-0.680708166,-0.277237089,FALSE
Recognition and association of DNA glycosylase with site containing an affected pyrimidine,Down,0.704225352,0.654387866,1,-0.780390296,-0.804879165,-0.095590317,FALSE,,,,,,,,
Cleavage of the damaged pyrimidine ,Down,0.704225352,0.654387866,1,-0.780390296,-0.804879165,-0.095590317,FALSE,,,,,,,,
Recognition and association of DNA glycosylase with site containing an affected purine,Down,0.704225352,0.654387866,1,-0.780390296,-0.804879165,-0.095590317,FALSE,,,,,,,,
Cleavage of the damaged purine,Down,0.704225352,0.654387866,1,-0.780390296,-0.804879165,-0.095590317,FALSE,,,,,,,,
Packaging Of Telomere Ends,Down,0.704225352,0.654387866,1,-0.780390296,-0.804879165,-0.095590317,FALSE,,,,,,,,
DNA Damage/Telomere Stress Induced Senescence,Down,0.704225352,0.654387866,1,-0.780390296,-0.804879165,-0.095590317,FALSE,,,,,,,,
HDACs deacetylate histones,Down,0.704225352,0.654387866,1,-0.780390296,-0.804879165,-0.095590317,FALSE,,,,,,,,
Carnitine synthesis,Up,0.773564464,0.654387866,2,-0.770241968,-0.697556942,0.031649787,FALSE,Up,0.799,0.723,1,-1.01586759,-0.966315595,0.013082424,FALSE
Base Excision Repair,Down,0.704225352,0.654387866,1,-0.780390296,-0.804879165,-0.095590317,FALSE,,,,,,,,
Depurination,Down,0.704225352,0.654387866,1,-0.780390296,-0.804879165,-0.095590317,FALSE,,,,,,,,
Depyrimidination,Down,0.704225352,0.654387866,1,-0.780390296,-0.804879165,-0.095590317,FALSE,,,,,,,,
"Base-Excision Repair, AP Site Formation",Down,0.704225352,0.654387866,1,-0.780390296,-0.804879165,-0.095590317,FALSE,,,,,,,,
SARS-CoV-2 activates/modulates innate and adaptive immune responses,Up,0.497291441,0.657638137,8,-1.120676104,-1.309466743,0.090561836,FALSE,Down,0.584,0.676,6,-1.201878628,-1.453996758,-0.310386177,FALSE
Synthesis of PA,Up,0.795232936,0.65872156,1,-0.845399228,-0.811961951,0.062029763,FALSE,Down,0.362,0.284,2,0.217154416,0.344645581,-0.536001372,FALSE
MAPK6/MAPK4 signaling,Up,0.343445287,0.659804984,9,-0.977680095,-1.789332819,0.171957038,FALSE,Up,0.586,0.768,20,-0.891076622,-2.514446833,0.000107968,FALSE
Gap junction degradation,Up,0.678223185,0.660888407,5,-1.192893897,-1.191208414,0.01124949,FALSE,Down,0.694,0.64,3,-0.653662748,-0.700508544,-0.226882649,FALSE
Formation of annular gap junctions,Up,0.678223185,0.660888407,5,-1.192893897,-1.191208414,0.01124949,FALSE,Down,0.694,0.64,3,-0.653662748,-0.700508544,-0.226882649,FALSE
EPH-ephrin mediated repulsion of cells,Up,0.678223185,0.660888407,5,-1.192893897,-1.191208414,0.01124949,FALSE,Down,0.694,0.64,3,-0.653662748,-0.700508544,-0.226882649,FALSE
Sema4D in semaphorin signaling,Up,0.720476706,0.661971831,6,-0.978060012,-0.860416623,0.103329323,FALSE,Down,0.075,0.044,2,1.94336525,1.984892828,-1.526611377,FALSE
SUMOylation,Up,0.7843987,0.665222102,4,-1.305730452,-1.233544917,0.062879823,FALSE,Down,0.656,0.575,1,-0.639245887,-0.582875743,-0.250727781,FALSE
SUMO E3 ligases SUMOylate target proteins,Up,0.7843987,0.665222102,4,-1.305730452,-1.233544917,0.062879823,FALSE,Down,0.656,0.575,1,-0.639245887,-0.582875743,-0.250727781,FALSE
Cellular response to hypoxia,Up,0.258938245,0.666305525,9,-1.216833181,-2.041903773,0.152898927,FALSE,Up,0.468,0.73,19,-0.729964051,-2.41842419,0.013354323,FALSE
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,Up,0.258938245,0.666305525,9,-1.216833181,-2.041903773,0.152898927,FALSE,Up,0.468,0.73,19,-0.729964051,-2.41842419,0.013354323,FALSE
Vif-mediated degradation of APOBEC3G,Up,0.258938245,0.666305525,9,-1.216833181,-2.041903773,0.152898927,FALSE,Up,0.468,0.73,19,-0.729964051,-2.41842419,0.013354323,FALSE
Regulation of Apoptosis,Up,0.430119177,0.67063922,9,-1.154099961,-1.970932213,0.158584849,FALSE,Down,0.555,0.771,19,-0.851018482,-2.53037426,-0.005274355,FALSE
Gap junction trafficking and regulation,Up,0.706392199,0.671722644,9,-1.331555564,-1.421936784,0.041179043,FALSE,Down,0.863,0.853,9,-1.349730462,-1.470151669,-0.191114897,FALSE
Gap junction trafficking,Up,0.706392199,0.671722644,9,-1.331555564,-1.421936784,0.041179043,FALSE,Down,0.863,0.853,9,-1.349730462,-1.470151669,-0.191114897,FALSE
Transcriptional activation of mitochondrial biogenesis,Up,0.794149512,0.671722644,7,-0.625731431,-0.4908572,0.072868634,FALSE,Down,0.124,0.081,7,1.032415186,1.017898732,-0.312754613,FALSE
WNT5A-dependent internalization of FZD4,Up,0.698808234,0.672806067,3,-1.048609016,-1.007726552,0.097868135,FALSE,Up,0.555,0.467,1,-0.455328835,-0.44961803,0.093750177,FALSE
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",Up,0.698808234,0.672806067,3,-1.048609016,-1.007726552,0.097868135,FALSE,Up,0.555,0.467,1,-0.455328835,-0.44961803,0.093750177,FALSE
Terminal pathway of complement,Up,0.806067172,0.673889491,1,-0.883393969,-0.853568905,0.073823289,FALSE,Up,0.115,0.081,2,1.464404253,1.609537911,1.011977541,FALSE
Antimicrobial peptides,Up,0.806067172,0.673889491,1,-0.883393969,-0.853568905,0.073823289,FALSE,Up,0.01,0.008,1,3.046845682,3.201747839,1.911523402,TRUE
Ub-specific processing proteases,Up,0.635969664,0.677139762,13,-1.946485603,-2.615413873,0.108284081,FALSE,Down,0.778,0.866,23,-1.150503977,-2.638409835,-0.0521979,FALSE
Translation of Structural Proteins,Up,0.521126761,0.677139762,8,-0.966728354,-1.067733312,0.122434149,FALSE,Down,0.985,0.994,8,-2.448007017,-2.623424108,-0.074431209,FALSE
Late SARS-CoV-2 Infection Events,Up,0.521126761,0.677139762,8,-0.966728354,-1.067733312,0.122434149,FALSE,Down,0.985,0.994,8,-2.448007017,-2.623424108,-0.074431209,FALSE
Metabolism of nitric oxide: NOS3 activation and regulation,Up,0.764897075,0.678223185,1,-0.91762721,-0.901603899,0.034350914,FALSE,Down,0.19,0.162,1,0.726957396,0.183331388,-0.842698848,FALSE
eNOS activation,Up,0.764897075,0.678223185,1,-0.91762721,-0.901603899,0.034350914,FALSE,Down,0.19,0.162,1,0.726957396,0.183331388,-0.842698848,FALSE
NOSTRIN mediated eNOS trafficking,Up,0.764897075,0.678223185,1,-0.91762721,-0.901603899,0.034350914,FALSE,,,,,,,,
FOXO-mediated transcription of cell cycle genes,Up,0.764897075,0.678223185,1,-0.91762721,-0.901603899,0.034350914,FALSE,,,,,,,,
Plasma lipoprotein clearance,Down,0.526543879,0.680390033,7,-1.192788887,-1.375546405,-0.047512074,FALSE,Up,0.226,0.371,8,0.047377975,-0.183140537,0.036901101,FALSE
PIP3 activates AKT signaling,Up,0.393282774,0.683640303,10,-1.259898596,-2.123910611,0.157036224,FALSE,Down,0.467,0.757,19,-0.818824773,-2.530553944,-0.003423162,FALSE
Mitotic G1 phase and G1/S transition,Up,0.393282774,0.683640303,10,-1.259898596,-2.123910611,0.157036224,FALSE,Down,0.681,0.843,20,-1.059976828,-2.71873952,-0.003969284,FALSE
G1/S Transition,Up,0.393282774,0.683640303,10,-1.259898596,-2.123910611,0.157036224,FALSE,Down,0.467,0.757,19,-0.818824773,-2.530553944,-0.003423162,FALSE
Association of TriC/CCT with target proteins during biosynthesis,Down,0.799566631,0.686890574,6,-1.133500316,-1.036837872,-0.068760742,FALSE,Down,0.609,0.525,8,-0.383632397,-0.214773543,-0.191083533,FALSE
Cargo trafficking to the periciliary membrane,Down,0.799566631,0.686890574,6,-1.133500316,-1.036837872,-0.068760742,FALSE,Down,0.361,0.29,7,0.414464768,0.585689816,-0.36378454,FALSE
BBSome-mediated cargo-targeting to cilium,Down,0.799566631,0.686890574,6,-1.133500316,-1.036837872,-0.068760742,FALSE,Down,0.465,0.368,6,0.085704678,0.238331772,-0.275702934,FALSE
Deadenylation-dependent mRNA decay,Down,0.754062839,0.689057421,2,-1.087638171,-1.043566962,-0.0530427,FALSE,Up,0.447,0.369,1,-0.186200961,-0.129492182,0.116770936,FALSE
Deadenylation of mRNA,Down,0.754062839,0.689057421,2,-1.087638171,-1.043566962,-0.0530427,FALSE,Up,0.447,0.369,1,-0.186200961,-0.129492182,0.116770936,FALSE
Interleukin-1 family signaling,Up,0.530877573,0.690140845,11,-1.360687287,-2.093497465,0.098087317,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
RHO GTPases activate PKNs,Up,0.744312026,0.690140845,14,-1.333239161,-1.310868562,0.078728136,FALSE,Down,0.18,0.12,8,0.968968952,0.936139053,-0.181856908,FALSE
Interleukin-1 signaling,Up,0.530877573,0.690140845,11,-1.360687287,-2.093497465,0.098087317,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Organelle biogenesis and maintenance,Down,0.797399783,0.691224269,37,-1.072407079,-0.884025617,-0.008298489,FALSE,Down,0.613,0.538,39,-0.666308171,-0.505676375,-0.131437506,FALSE
RNA Polymerase I Transcription,Up,0.798483207,0.692307692,3,-0.864917085,-0.882081091,0.042855167,FALSE,Up,0.822,0.754,1,-1.165971763,-1.122559212,0.009625464,FALSE
Nuclear events mediated by NFE2L2,Up,0.51787649,0.692307692,10,-1.345822396,-2.114159661,0.144474479,FALSE,Up,0.775,0.867,21,-1.174753285,-2.753659372,0.001829607,FALSE
Formation of the beta-catenin:TCF transactivating complex,Up,0.778981582,0.696641387,3,-1.098172903,-1.128617188,0.023243151,FALSE,Down,0.711,0.646,2,-0.904026147,-0.861889375,-0.115969539,FALSE
Intracellular signaling by second messengers,Up,0.471289274,0.696641387,14,-1.248880316,-1.992578604,0.123782303,FALSE,Down,0.517,0.76,21,-0.813640301,-2.554068978,-0.044808598,FALSE
Folding of actin by CCT/TriC,Down,0.801733478,0.69772481,7,-1.210269181,-1.139649012,-0.075891847,FALSE,Down,0.644,0.578,9,-0.474500135,-0.33684636,-0.212874147,FALSE
Separation of Sister Chromatids,Up,0.514626219,0.698808234,14,-1.419537783,-2.223234674,0.134623298,FALSE,Down,0.768,0.901,25,-1.297237746,-2.845513506,-0.044177049,FALSE
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,Up,0.436619718,0.700975081,5,-1.234393629,-1.464601893,0.108932341,FALSE,Down,0.544,0.664,5,-1.156626059,-1.476397369,-0.134897592,FALSE
Translesion Synthesis by POLH,Up,0.436619718,0.700975081,5,-1.234393629,-1.464601893,0.108932341,FALSE,Down,0.544,0.664,5,-1.156626059,-1.476397369,-0.134897592,FALSE
Ovarian tumor domain proteases,Up,0.436619718,0.700975081,5,-1.234393629,-1.464601893,0.108932341,FALSE,Down,0.714,0.786,6,-1.419352972,-1.689478828,-0.119458148,FALSE
DNA Damage Bypass,Up,0.436619718,0.700975081,5,-1.234393629,-1.464601893,0.108932341,FALSE,Down,0.592,0.689,6,-1.094040957,-1.360649645,-0.023952607,FALSE
RMTs methylate histone arginines,Down,0.836403034,0.702058505,1,-1.017035688,-0.996544673,-0.005520417,FALSE,,,,,,,,
Cilium Assembly,Up,0.774647887,0.705308776,15,-1.069887009,-1.1455332,0.034717395,FALSE,Down,0.741,0.722,19,-0.968312978,-0.953577497,-0.19726651,FALSE
Deubiquitination,Up,0.698808234,0.705308776,16,-1.987475078,-2.600666015,0.088530486,FALSE,Down,0.752,0.869,26,-1.115916511,-2.524660025,-0.061463247,FALSE
HCMV Late Events,Down,0.782231853,0.706392199,2,-1.19786566,-1.195603361,-0.055656746,FALSE,,,,,,,,
TCR signaling,Up,0.599133261,0.707475623,10,-1.439926291,-2.220411499,0.131778176,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Downstream TCR signaling,Up,0.599133261,0.707475623,10,-1.439926291,-2.220411499,0.131778176,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Fc epsilon receptor (FCERI) signaling,Up,0.599133261,0.707475623,10,-1.439926291,-2.220411499,0.131778176,FALSE,Down,0.298,0.641,19,-0.474633116,-2.290980869,-0.051696863,FALSE
FCERI mediated NF-kB activation,Up,0.599133261,0.707475623,10,-1.439926291,-2.220411499,0.131778176,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
CLEC7A (Dectin-1) signaling,Up,0.599133261,0.707475623,10,-1.439926291,-2.220411499,0.131778176,FALSE,Down,0.298,0.641,19,-0.474633116,-2.290980869,-0.051696863,FALSE
C-type lectin receptors (CLRs),Up,0.599133261,0.707475623,10,-1.439926291,-2.220411499,0.131778176,FALSE,Down,0.298,0.641,19,-0.474633116,-2.290980869,-0.051696863,FALSE
RUNX1 regulates transcription of genes involved in differentiation of HSCs,Up,0.490790899,0.707475623,10,-1.160352376,-1.971702961,0.145183268,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
RAF activation,Up,0.74864572,0.711809317,7,-1.216752674,-1.317012024,0.056904851,FALSE,Down,0.338,0.296,4,0.003874319,-0.349492624,-0.107162509,FALSE
HIV Infection,Up,0.540628386,0.713976165,15,-1.129809243,-1.740286111,0.100075073,FALSE,Down,0.362,0.586,28,-0.377254314,-1.681987515,-0.013258763,FALSE
Amyloid fiber formation,Up,0.439869989,0.715059588,11,-0.726934482,-0.828333585,0.018084581,FALSE,Up,0.164,0.292,8,0.393335207,0.194072955,0.227677445,FALSE
Class I MHC mediated antigen processing & presentation,Up,0.456121343,0.716143012,18,-0.946845229,-1.433864418,0.138540546,FALSE,Down,0.694,0.816,27,-0.900485129,-2.22343834,-0.02693843,FALSE
M Phase,Up,0.523293608,0.718309859,23,-1.170967726,-1.813460474,0.112827514,FALSE,Down,0.871,0.947,36,-1.497756542,-2.75272935,-0.027390348,FALSE
Sodium/Calcium exchangers,Down,0.873239437,0.719393283,2,-0.999101668,-0.946885626,-0.066360955,FALSE,Down,0.213,0.168,2,0.840579046,0.508990343,-0.786944712,FALSE
Transcriptional regulation by RUNX1,Up,0.644637053,0.720476706,12,-1.334686278,-2.04670518,0.08424101,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Transcriptional regulation by RUNX3,Up,0.475622969,0.722643554,9,-1.260410599,-2.085210264,0.154809762,FALSE,Down,0.503,0.755,19,-0.825633215,-2.513867088,-0.005071709,FALSE
RNA Polymerase II Transcription,Up,0.645720477,0.723726977,43,-1.115644734,-1.401915576,0.093134684,FALSE,Up,0.387,0.568,40,-0.459972392,-1.636993352,0.014012624,FALSE
ROBO receptors bind AKAP5,Up,0.816901408,0.723726977,1,-0.918036759,-0.900180494,0.047656002,FALSE,,,,,,,,
Post-translational protein modification,Up,0.726977248,0.724810401,73,-1.373193117,-1.41313549,0.039514681,FALSE,Up,0.283,0.279,90,0.384116347,-0.122031119,0.001146373,FALSE
Generic Transcription Pathway,Up,0.624052004,0.725893824,41,-1.14741054,-1.462344012,0.10575675,FALSE,Down,0.466,0.631,39,-0.65452902,-1.859353821,-0.013857204,FALSE
Sphingolipid metabolism,Down,0.849404117,0.725893824,5,-0.908547805,-0.80047098,-0.012229812,FALSE,Up,0.074,0.046,3,1.864924763,1.999964719,0.167245063,FALSE
Membrane Trafficking,Up,0.70964247,0.726977248,39,-1.779641152,-1.775913683,0.054365147,FALSE,Down,0.438,0.428,52,0.005840211,-0.008139209,-0.085696104,FALSE
Interaction between L1 and Ankyrins,Down,0.81148429,0.729144095,8,-1.660875795,-1.612537842,-0.038832158,FALSE,Up,0.097,0.057,5,1.772674425,1.730228484,0.015064397,FALSE
Synthesis of active ubiquitin: roles of E1 and E2 enzymes,Up,0.577464789,0.73347779,5,-1.330012838,-1.51524535,0.134211269,FALSE,Down,0.726,0.767,5,-1.507747349,-1.778511194,-0.246599472,FALSE
Iron uptake and transport,Up,0.469122427,0.73347779,5,-1.185075553,-1.356515438,0.12657783,FALSE,Up,0.563,0.664,8,-0.874730397,-0.999582509,0.000187929,FALSE
SUMOylation of RNA binding proteins,Up,0.845070423,0.734561213,2,-1.297214702,-1.258794065,0.000437442,FALSE,,,,,,,,
Gene expression (Transcription),Up,0.686890574,0.734561213,47,-1.168127258,-1.426324008,0.078622233,FALSE,Down,0.505,0.662,46,-0.674479495,-1.738339078,-0.01673553,FALSE
RHO GTPases activate CIT,Up,0.79631636,0.735644637,7,-1.451288938,-1.358712181,0.033149046,FALSE,Down,0.108,0.069,3,1.724524878,1.800544294,-0.787717439,FALSE
Peptide hormone metabolism,Down,0.819068256,0.736728061,4,-1.268812171,-1.236326474,-0.002203585,FALSE,Up,0.396,0.321,8,0.07743069,0.196695881,0.133528838,FALSE
Antigen processing: Ubiquitination & Proteasome degradation,Up,0.687973998,0.739978332,13,-1.670047457,-2.317541768,0.136036037,FALSE,Down,0.428,0.668,22,-0.544722596,-2.05461792,-0.050089602,FALSE
RHO GTPases Activate ROCKs,Up,0.798483207,0.742145179,8,-1.601300501,-1.504788503,0.046721063,FALSE,Down,0.108,0.069,3,1.724524878,1.800544294,-0.787717439,FALSE
Entry of Influenza Virion into Host Cell via Endocytosis,Up,0.794149512,0.743228602,2,-1.139020539,-1.118935845,0.071850571,FALSE,Up,0.555,0.467,1,-0.455328835,-0.44961803,0.093750177,FALSE
Retrograde neurotrophin signalling,Up,0.794149512,0.743228602,2,-1.139020539,-1.118935845,0.071850571,FALSE,Up,0.555,0.467,1,-0.455328835,-0.44961803,0.093750177,FALSE
Regulation of TNFR1 signaling,Up,0.502708559,0.743228602,5,-1.553374575,-1.748411056,0.082453653,FALSE,Down,0.597,0.696,5,-1.258603718,-1.519715186,-0.290454744,FALSE
TNFR1-induced NFkappaB signaling pathway,Up,0.502708559,0.743228602,5,-1.553374575,-1.748411056,0.082453653,FALSE,Down,0.597,0.696,5,-1.258603718,-1.519715186,-0.290454744,FALSE
Deposition of new CENPA-containing nucleosomes at the centromere,Down,0.806067172,0.743228602,2,-1.092776516,-1.093559906,-0.029570912,FALSE,Down,0.561,0.469,1,-0.475469472,-0.430688527,-0.275118156,FALSE
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,Down,0.842903575,0.743228602,8,-1.445464411,-1.370200406,-0.060018451,FALSE,Down,0.673,0.601,10,-0.608122814,-0.477976382,-0.212797387,FALSE
TNF signaling,Up,0.502708559,0.743228602,5,-1.553374575,-1.748411056,0.082453653,FALSE,Down,0.597,0.696,5,-1.258603718,-1.519715186,-0.290454744,FALSE
Nucleosome assembly,Down,0.806067172,0.743228602,2,-1.092776516,-1.093559906,-0.029570912,FALSE,Down,0.561,0.469,1,-0.475469472,-0.430688527,-0.275118156,FALSE
LDL clearance,Up,0.794149512,0.743228602,2,-1.139020539,-1.118935845,0.071850571,FALSE,Down,0.527,0.439,2,-0.276576604,-0.209475333,-0.269355483,FALSE
Signaling by NTRKs,Up,0.735644637,0.744312026,6,-1.394367709,-1.496447926,0.098615794,FALSE,Down,0.306,0.258,7,0.415425316,0.42001841,-0.159912468,FALSE
Signaling by NTRK1 (TRKA),Up,0.735644637,0.744312026,6,-1.394367709,-1.496447926,0.098615794,FALSE,Down,0.306,0.258,7,0.415425316,0.42001841,-0.159912468,FALSE
EPH-Ephrin signaling,Up,0.768147346,0.744312026,12,-1.963184865,-1.897168742,0.052750699,FALSE,Down,0.372,0.304,6,0.239310397,0.247787037,-0.609277073,FALSE
"Interleukin-3, Interleukin-5 and GM-CSF signaling",Up,0.628385699,0.746478873,5,-1.452779874,-1.676394986,0.118378772,FALSE,Down,0.733,0.787,5,-1.40678366,-1.715480963,-0.082792678,FALSE
